file,page,total_pages,province,constituency,district,sub_district,station_range,vote_type,form_type,ocr_vote_type,ocr_constituency,ocr_station_no,ocr_village_no,ocr_sub_district,ocr_district,registered_voters,turnout,ballots_received,valid_ballots,invalid_ballots,no_vote_ballots,remaining_ballots,total_votes,candidates_count,candidates_json
เขตเลือกตั้งที่ 5\อำเภอเกษตรสมบูรณ์\แบ่งเขต\ต.โนนกอก-แบ่งเขต-หน่วยที่ 1-14.pdf,2,28,ชัยภูมิ,5,เกษตรสมบูรณ์,โนนกอก,1-14,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 5\อำเภอเกษตรสมบูรณ์\แบ่งเขต\ต.โนนกอก-แบ่งเขต-หน่วยที่ 1-14.pdf,3,28,ชัยภูมิ,5,เกษตรสมบูรณ์,โนนกอก,1-14,แบ่งเขต,สส.5/18,แบ่งเขต,5,2,4,าล,,40,12,221,222,223,23,240,376540,10,"[{""number"": 1, ""name"": ""นายชยนนท์ คำเบ้า"", ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""number"": 2, ""name"": ""นายอภิเดช ประทุมแก้ว"", ""party"": ""ประชาชน"", ""votes"": 45}, {""number"": 3, ""name"": ""ส.อ.นิติภัส สุภาพงษ์นันทกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": 76}, {""number"": 4, ""name"": ""นายสุขสันต์ ชื่นจิตร"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 5, ""name"": ""นายศิวะ พงศ์ธีระดุลย์"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 6, ""name"": ""นายหนูเสน พรมวงศ์"", ""party"": ""ทางเลือกใหม่"", ""votes"": null}, {""number"": 7, ""name"": ""นายศรคม ชา"", ""party"": ""พลังประชารัฐ"", ""votes"": 1}, {""number"": 9, ""name"": ""นายวิชัย ปัญญา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": 5}, {""number"": 10, ""name"": ""นายปิยชัย โชติมาวณิช"", ""party"": ""เศรษฐกิจ"", ""votes"": 50}, {""number"": 11, ""name"": ""นายจงเจริญ"", ""party"": ""เอกทวีกุล"", ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.นาหนองทุ่ม-แบ่งเขต-หน่วยที่ 1-11.pdf,1,22,ชัยภูมิ,7,แก้งคร้อ,นาหนองทุ่ม,1-11,แบ่งเขต,สส.5/18,แบ่งเขต,7,1,4,ลน,ขต,,,221,222,223,23,100,459,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 2, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ประชาธิปัตย์"", ""votes"": 0}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": 6}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": 152}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": 2}, {""number"": 6, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": 235}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": null, ""votes"": null}, {""number"": 8, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": null, ""votes"": null}, {""number"": 9, ""name"": ""นายอดิเรก ดวงจันนี้"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.นาหนองทุ่ม-แบ่งเขต-หน่วยที่ 1-11.pdf,2,22,ชัยภูมิ,7,แก้งคร้อ,นาหนองทุ่ม,1-11,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.นาหนองทุ่ม-แบ่งเขต-หน่วยที่ 1-11.pdf,3,22,ชัยภูมิ,7,แก้งคร้อ,นาหนองทุ่ม,1-11,แบ่งเขต,สส.5/18,แบ่งเขต,7,,2,าล,ขต,34,34,221,222,223,23,660,,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": 41}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 2, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": 460}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": 236}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 8, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": null}, {""number"": 9, ""name"": ""นายอดิเรก ดวงจันนี"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": ""เศรษฐกิจ"", ""votes"": 404}]"
เขตเลือกตั้งที่ 6\อำเภอบ้านแท่น\แบ่งเขต\ต.หนองคู-แบ่งเขต-หน่วยที่ 1-12.pdf,1,24,ชัยภูมิ,6,บ้านแท่น,หนองคู,1-12,แบ่งเขต,สส.5/18,แบ่งเขต,6,,,,บ้านแท่น,400,4,221,222,223,23,400,503504,7,"[{""number"": 1, ""name"": ""นายเสถียรพงศ์ เที่ยงตรง"", ""party"": ""ได้คะแนน"", ""votes"": null}, {""number"": 2, ""name"": ""นางสาวบัวพันธ์ ผ่อนจรุง"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 3, ""name"": ""นายเชวงศักดิ์ เร่งไพบูลย์วงษ์"", ""party"": ""ภูมิใจไทย"", ""votes"": 116}, {""number"": 4, ""name"": ""นายรุ่งโรจน์ ภูศักดิ์"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 2}, {""number"": 5, ""name"": ""นางสาววิเมลือง แก้วศิริ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 7, ""name"": ""นายสากล มาชัยภูมิ"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 10, ""name"": ""นายแทนยุทธพงษ์ วงษ์วัชรวานิช"", ""party"": ""ประชาชน"", ""votes"": 43}]"
เขตเลือกตั้งที่ 6\อำเภอบ้านแท่น\แบ่งเขต\ต.หนองคู-แบ่งเขต-หน่วยที่ 1-12.pdf,2,24,ชัยภูมิ,6,บ้านแท่น,หนองคู,1-12,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 6\อำเภอบ้านแท่น\แบ่งเขต\ต.หนองคู-แบ่งเขต-หน่วยที่ 1-12.pdf,3,24,ชัยภูมิ,6,บ้านแท่น,หนองคู,1-12,แบ่งเขต,สส.5/18,แบ่งเขต,6,2,1,ในองค์,บ้านเป็น,2,13,221,222,223,23,420,255,7,"[{""number"": 1, ""name"": ""นายเสถียรพงศ์ เที่ยงตรง"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 2, ""name"": ""นายแทนยุทธพงษ์ วงษ์วัชรวานิช"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 3, ""name"": ""นางสาวบัวพันธ์ ผ่อนจรุง"", ""party"": ""ประชาธิปไตยใหม่ 4."", ""votes"": null}, {""number"": 4, ""name"": ""นายรุ่งโรจน์ ภูศักดิ์"", ""party"": ""รวมไทยสร้างชาติ 6"", ""votes"": 6}, {""number"": 5, ""name"": ""นายเชวงศักดิ์ เร่งไพบูลย์วงษ์"", ""party"": ""ภูมิใจไทย"", ""votes"": 143}, {""number"": 6, ""name"": ""นางสาววิเมลือง แก้วศิริ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 7, ""name"": ""นายสากล มาชัยภูมิ"", ""party"": ""เศรษฐกิจ"", ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.หนองสังข์-แบ่งเขต-หน่วยที่ 1-16.pdf,1,32,ชัยภูมิ,7,แก้งคร้อ,หนองสังข์,1-16,แบ่งเขต,สส.5/18,แบ่งเขต,7,,,แผ,แก้วหนึ่ง,12,,221,222,223,23,380,2,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 2, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 8, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": null}, {""number"": 9, ""name"": ""นายอดิเรก ดวงจันนี"", ""party"": ""ประชาธิปไตยใหม่ ........"", ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": null, ""votes"": null}, {""number"": 24, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ 1 หนึ่ง"", ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.หนองสังข์-แบ่งเขต-หน่วยที่ 1-16.pdf,2,32,ชัยภูมิ,7,แก้งคร้อ,หนองสังข์,1-16,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.หนองสังข์-แบ่งเขต-หน่วยที่ 1-16.pdf,3,32,ชัยภูมิ,7,แก้งคร้อ,หนองสังข์,1-16,แบ่งเขต,สส.5/18,แบ่งเขต,7,2,2,หงสังข์,ขต,64,409,600,222,223,23,,393,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": 41}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ 1."", ""votes"": null}, {""number"": 6, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": 101}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 8, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": null}, {""number"": 9, ""name"": ""นายอดิเรก ดวงจันนี"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": ""เศรษฐกิจ"", ""votes"": null}]"
