file,page,total_pages,province,constituency,district,sub_district,station_range,vote_type,form_type,ocr_vote_type,ocr_constituency,ocr_station_no,ocr_village_no,ocr_sub_district,ocr_district,registered_voters,turnout,ballots_received,valid_ballots,invalid_ballots,no_vote_ballots,remaining_ballots,total_votes,candidates_count,candidates_json
เขตเลือกตั้งที่ 3\อำเภอเทพสถิต\ห้วยยายจิ๋ว-002-แบ่งเขต.PDF,1,26,ชัยภูมิ,3,เทพสถิต,ห้วยยายจิ๋ว,002,แบ่งเขต,สส.5/18,แบ่งเขต,,15,12,าล,เทพสถิต,253,,220,116,223,23,119,116,4,"[{""number"": 1, ""name"": ""นายสนั่น พัชรเดชโสภณ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 2, ""name"": ""นายกฤษณ์ คูณรัตนศิริ"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 3, ""name"": ""นายวีระ ถนอมธรรม"", ""party"": null, ""votes"": null}, {""number"": 4, ""name"": ""นางสาวพิศมัย สร้อยสุวรรณ"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}]"
เขตเลือกตั้งที่ 3\อำเภอเทพสถิต\ห้วยยายจิ๋ว-002-แบ่งเขต.PDF,2,26,ชัยภูมิ,3,เทพสถิต,ห้วยยายจิ๋ว,002,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 3\อำเภอเทพสถิต\ห้วยยายจิ๋ว-002-แบ่งเขต.PDF,3,26,ชัยภูมิ,3,เทพสถิต,ห้วยยายจิ๋ว,002,แบ่งเขต,สส.5/18,แบ่งเขต,3,16,13,าล,เกา,348,26,221,222,223,23,360,,5,"[{""number"": 1, ""name"": ""นายสัมฤทธิ์ แทนทรัพย์"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 2, ""name"": ""นายวีระ ถนอมธรรม"", ""party"": ""ภูมิใจไทย"", ""votes"": 160}, {""number"": 3, ""name"": ""นายกฤษณ์ คูณรัตนศิริ"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 4, ""name"": ""นางสาวพิศมัย"", ""party"": ""สร้อยสุวรรณ"", ""votes"": null}, {""number"": 5, ""name"": ""นายสนั่น พัชรเตชโสภณ"", ""party"": ""เพื่อไทย"", ""votes"": 3}]"
เขตเลือกตั้งที่ 7\อำเภอเมืองชัยภูมิ (เฉพาะ ต.ซับสีทอง และ ต.ท่าหินโงม)\ต.ท่าหินโงม-แบ่งเขต-หน่วยที่ 1-12.pdf,1,24,ชัยภูมิ,7,เมืองชัยภูมิ (เฉพาะ ต.ซับสีทอง และ ต.ท่าหินโงม),ท่าหินโงม,1-12,แบ่งเขต,สส.5/18,แบ่งเขต,7,1,1,าล,,4,425,221,222,424,11,255,400,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ .2 ("", ""votes"": null}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย 5"", ""votes"": null}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": 19}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 6, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": 2}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์ 2"", ""votes"": null}, {""number"": 8, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่ 3"", ""votes"": null}, {""number"": 9, ""name"": ""นายอดิเรก ดวงจันนี"", ""party"": ""ประชาธิปไตยใหม่ 0"", ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": 2}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": ""เศรษฐกิจ"", ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอเมืองชัยภูมิ (เฉพาะ ต.ซับสีทอง และ ต.ท่าหินโงม)\ต.ท่าหินโงม-แบ่งเขต-หน่วยที่ 1-12.pdf,2,24,ชัยภูมิ,7,เมืองชัยภูมิ (เฉพาะ ต.ซับสีทอง และ ต.ท่าหินโงม),ท่าหินโงม,1-12,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\อำเภอเมืองชัยภูมิ (เฉพาะ ต.ซับสีทอง และ ต.ท่าหินโงม)\ต.ท่าหินโงม-แบ่งเขต-หน่วยที่ 1-12.pdf,3,24,ชัยภูมิ,7,เมืองชัยภูมิ (เฉพาะ ต.ซับสีทอง และ ต.ท่าหินโงม),ท่าหินโงม,1-12,แบ่งเขต,สส.5/18,แบ่งเขต,7,,,ท่าน,ขต,879,,221,222,223,23,120,476,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": 256}, {""number"": 4, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": 141}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 6, ""name"": ""นายอดิเรก ดวงจันนี"", ""party"": ""ไทยก้าวใหม่"", ""votes"": 4}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 9, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": null, ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 4\อำเภอภักดีชุมพล\แบ่งเขต\ต.เจาทอง-แบ่งเขต-หน่วยที่ 1-14.pdf,1,28,ชัยภูมิ,4,ภักดีชุมพล,เจาทอง,1-14,แบ่งเขต,สส.5/18,แบ่งเขต,4,,,าล,กรมพ,31,201,221,222,223,23,340,193846,7,"[{""number"": 1, ""name"": ""นายวรฉัตร พงศ์ธีระดุลย์"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 2, ""name"": ""นายสิทธิพล ภูธรณ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 4, ""name"": ""นายณรงค์ฤทธิ์ มอบสันเทียะ"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวสุชาดา ซาง แทนทรัพย์"", ""party"": ""ภูมิใจไทย"", ""votes"": 125}, {""number"": 7, ""name"": ""นางสาวนงค์คราญ ฤชาญ"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 8, ""name"": ""นายชาติชาย อาจสนาม"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 9, ""name"": ""นางสาวน้ำฝน หอมชาลี"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}]"
เขตเลือกตั้งที่ 4\อำเภอภักดีชุมพล\แบ่งเขต\ต.เจาทอง-แบ่งเขต-หน่วยที่ 1-14.pdf,2,28,ชัยภูมิ,4,ภักดีชุมพล,เจาทอง,1-14,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 4\อำเภอภักดีชุมพล\แบ่งเขต\ต.เจาทอง-แบ่งเขต-หน่วยที่ 1-14.pdf,3,28,ชัยภูมิ,4,ภักดีชุมพล,เจาทอง,1-14,แบ่งเขต,สส.5/18,แบ่งเขต,4,2,2,าล,ขต,2,46,221,222,223,23,300,300,8,"[{""number"": 1, ""name"": ""นายวรฉัตร พงศ์ธีระดุลย์"", ""party"": ""เพื่อไทย"", ""votes"": 3}, {""number"": 2, ""name"": ""นายสิทธิพล ภูธรณ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 3, ""name"": ""นางสาวน้ำฝน หอมชาลี"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 4, ""name"": ""นายณรงค์ฤทธิ์ มอบสันเทียะ"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวสุชาดา ซาง แทนทรัพย์"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 6, ""name"": ""นางสาวกาญจนา จังหวะ"", ""party"": ""กล้าธรรม 17 22159"", ""votes"": 9}, {""number"": 7, ""name"": ""นางสาวนงค์คราญ ชาญ"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 8, ""name"": ""นายชาติชาย อาจสนาม"", ""party"": ""เศรษฐกิจ"", ""votes"": null}]"
เขตเลือกตั้งที่ 3\อำเภอเทพสถิต\ห้วยยายจิ๋ว-001-แบ่งเขต.PDF,2,28,ชัยภูมิ,3,เทพสถิต,ห้วยยายจิ๋ว,001,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 3\อำเภอเทพสถิต\ห้วยยายจิ๋ว-001-แบ่งเขต.PDF,3,28,ชัยภูมิ,3,เทพสถิต,ห้วยยายจิ๋ว,001,แบ่งเขต,สส.5/18,แบ่งเขต,3,2,1,ห้วยยายาว,เทพรา,41,,221,22,223,23,16,222,5,"[{""number"": 1, ""name"": ""นายสัมฤทธิ์ แทนทรัพย์"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 2, ""name"": ""นายวีระ ถนอมธรรม"", ""party"": ""ได้คะแนน"", ""votes"": 197}, {""number"": 3, ""name"": ""นายกฤษณ์ คูณรัตนศิริ"", ""party"": ""ประชาชน"", ""votes"": 16}, {""number"": 4, ""name"": ""นายสนั่น พัชรเตชโสภณ"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวพิศมัย สร้อยสุวรรณ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 4\อำเภอภักดีชุมพล\แบ่งเขต\ต.วังทอง-แบ่งเขต-หน่วยที่ 1-13.pdf,1,26,ชัยภูมิ,4,ภักดีชุมพล,วังทอง,1-13,แบ่งเขต,สส.5/18,แบ่งเขต,4,,,วังทอง,กวมพล,96,1,221,222,223,23,200,48,8,"[{""number"": 1, ""name"": ""นายวรฉัตร พงศ์ธีระดุลย์"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 2, ""name"": ""นายสิทธิพล ภูธรณ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 3, ""name"": ""นางสาวน้ำฝน หอมชาลี"", ""party"": null, ""votes"": null}, {""number"": 4, ""name"": ""นายณรงค์ฤทธิ์ มอบสันเทียะ"", ""party"": null, ""votes"": null}, {""number"": 5, ""name"": ""นางสาวสุชาดา ซาง แทนทรัพย์"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวกาญจนา จังหวะ"", ""party"": null, ""votes"": null}, {""number"": 6, ""name"": ""นายชาติชาย อาจสนาม"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 7, ""name"": ""นางสาวนงค์คราญ ฤชาญ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 4\อำเภอภักดีชุมพล\แบ่งเขต\ต.วังทอง-แบ่งเขต-หน่วยที่ 1-13.pdf,2,26,ชัยภูมิ,4,ภักดีชุมพล,วังทอง,1-13,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 4\อำเภอภักดีชุมพล\แบ่งเขต\ต.วังทอง-แบ่งเขต-หน่วยที่ 1-13.pdf,3,26,ชัยภูมิ,4,ภักดีชุมพล,วังทอง,1-13,แบ่งเขต,สส.5/18,แบ่งเขต,4,2,2,าล,ขต,554,35,221,,223,23,560,25,8,"[{""number"": 1, ""name"": ""นายวรฉัตร พงศ์ธีระดุลย์"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 1, ""name"": ""นายณรงค์ฤทธิ์ มอบสันเทียะ"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 2, ""name"": ""นายสิทธิพล"", ""party"": ""ภูธรณ์"", ""votes"": null}, {""number"": 3, ""name"": ""นางสาวสุชาดา ซาง แทนทรัพย์"", ""party"": ""ภูมิใจไทย"", ""votes"": 132}, {""number"": 4, ""name"": ""นางสาวกาญจนา จังหวะ"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวนงค์คราญ ฤชาญ"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 6, ""name"": ""นายชาติชาย อาจสนาม"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 25, ""name"": ""นางสาวน้ำฝน หอมชาลี"", ""party"": ""ประชาธิปัตย์"", ""votes"": 1}]"
เขตเลือกตั้งที่ 3\อำเภอบเหน็จณรงค์\บ้านชวน-001-แบ่งเขต.PDF,1,30,ชัยภูมิ,3,บเหน็จณรงค์,บ้านชวน,001,แบ่งเขต,สส.5/18,แบ่งเขต,3,1,,าล,มีน,22,22,0,190,223,8,148,,5,"[{""number"": 1, ""name"": ""นายสัมฤทธิ์ แทนทรัพย์"", ""party"": ""ภูมิใจไทย 180"", ""votes"": null}, {""number"": 2, ""name"": ""นายวีระ ถนอมธรรม"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 3, ""name"": ""นายกฤษณ์ คูณรัตนศิริ"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 4, ""name"": ""นายสนั่น พัชรเดชโสภณ"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวพิศมัย สร้อยสุวรรณ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 3\อำเภอบเหน็จณรงค์\บ้านชวน-001-แบ่งเขต.PDF,2,30,ชัยภูมิ,3,บเหน็จณรงค์,บ้านชวน,001,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 3\อำเภอบเหน็จณรงค์\บ้านชวน-001-แบ่งเขต.PDF,3,30,ชัยภูมิ,3,บเหน็จณรงค์,บ้านชวน,001,แบ่งเขต,สส.5/18,แบ่งเขต,,,,บัดนี้,มารว,,,221,222,223,23,360,29,5,"[{""number"": 1, ""name"": ""นายสัมฤทธิ์ แทนทรัพย์"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 2, ""name"": ""นายวีระ ถนอมธรรม"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 3, ""name"": ""นายกฤษณ์ คูณรัตนศิริ"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 8, ""name"": ""นายสนั่น พัชรเดชโสภณ"", ""party"": ""พันโท สุเทพ บุญทะเล"", ""votes"": null}, {""number"": 24, ""name"": ""นางสาวพิศมัย สร้อยสุวรรณ"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}]"
เขตเลือกตั้งที่ 2\อำเภอเนินสง่า\หนองฉิม-001-แบ่งเขต.PDF,1,30,ชัยภูมิ,2,เนินสง่า,หนองฉิม,001,แบ่งเขต,สส.5/18,แบ่งเขต,2,,,าล,,11,11,221,222,223,23,480,211,7,"[{""number"": 1, ""name"": ""นายประเสริฐศักดิ์ ขำหินตั้ง"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 2, ""name"": ""นางสาววาสนา อยู่ภักดี"", ""party"": ""ประชาชน"", ""votes"": 29}, {""number"": 3, ""name"": ""นายเชิงชาย ชาลีรินทร์"", ""party"": ""เพื่อไทย"", ""votes"": 202}, {""number"": 4, ""name"": ""นายณรงค์ แขนอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 5, ""name"": ""นายทัศนัย สุขประสาร"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 6, ""name"": ""นายถวัลย์ หงษ์ไทย"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 24, ""name"": ""นายโสโชค สู้โนนตาด"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}]"
เขตเลือกตั้งที่ 2\อำเภอเนินสง่า\หนองฉิม-001-แบ่งเขต.PDF,2,30,ชัยภูมิ,2,เนินสง่า,หนองฉิม,001,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 2\อำเภอเนินสง่า\หนองฉิม-001-แบ่งเขต.PDF,3,30,ชัยภูมิ,2,เนินสง่า,หนองฉิม,001,แบ่งเขต,สส.5/18,แบ่งเขต,2,2,,หนอง,เนินส,422,24,221,222,223,23,420,284,7,"[{""number"": 1, ""name"": ""นายถวัลย์ หงษ์ไทย"", ""party"": null, ""votes"": null}, {""number"": 2, ""name"": ""นางสาววาสนา อยู่ภักดี"", ""party"": ""ประชาชน"", ""votes"": 21}, {""number"": 3, ""name"": ""นายประเสริฐศักดิ์ ขำหินตั้ง"", ""party"": ""ไทยก้าวใหม่"", ""votes"": null}, {""number"": 4, ""name"": ""นายณรงค์ แขนอก"", ""party"": null, ""votes"": null}, {""number"": 5, ""name"": ""นายเชิงชาย ชาลีรินทร์"", ""party"": null, ""votes"": null}, {""number"": 6, ""name"": ""นายทัศนัย สุขประสาร"", ""party"": null, ""votes"": null}, {""number"": null, ""name"": ""นายโสโชค สู้โนนตาด"", ""party"": ""ประชาธิปัตย์"", ""votes"": 2003}]"
เขตเลือกตั้งที่ 4\อำเภอเมืองชัยภูมิ (เฉพาะ ต.ห้วยต้อน)\แบ่งเขต\ต.ห้วยต้อน-แบ่งเขต-หน่วยที่ 1-13.pdf,1,26,ชัยภูมิ,4,เมืองชัยภูมิ (เฉพาะ ต.ห้วยต้อน),ห้วยต้อน,1-13,แบ่งเขต,สส.5/18,แบ่งเขต,4,,,าล,ขต,55,2,580,222,223,23,4,281,8,"[{""number"": 1, ""name"": ""นายวรฉัตร พงศ์ธีระดุลย์"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 2, ""name"": ""นายสิทธิพล ภูธรณ์"", ""party"": ""ประชาชน"", ""votes"": 34}, {""number"": 3, ""name"": ""นางสาวน้ำฝน หอมชาลี"", ""party"": null, ""votes"": null}, {""number"": 4, ""name"": ""นายณรงค์ฤทธิ์ มอบสันเทียะ"", ""party"": ""ประชาธิปัตย์"", ""votes"": 5}, {""number"": 5, ""name"": ""นางสาวสุชาดา ซาง แทนทรัพย์"", ""party"": ""ภูมิใจไทย"", ""votes"": 147}, {""number"": 6, ""name"": ""นางสาวกาญจนา จังหวะ"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 7, ""name"": ""นางสาวนงค์คราญ ฤๅชาญ"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 8, ""name"": ""นายชาติชาย อาจสนาม"", ""party"": ""เศรษฐกิจ"", ""votes"": null}]"
เขตเลือกตั้งที่ 4\อำเภอเมืองชัยภูมิ (เฉพาะ ต.ห้วยต้อน)\แบ่งเขต\ต.ห้วยต้อน-แบ่งเขต-หน่วยที่ 1-13.pdf,2,26,ชัยภูมิ,4,เมืองชัยภูมิ (เฉพาะ ต.ห้วยต้อน),ห้วยต้อน,1-13,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 4\อำเภอเมืองชัยภูมิ (เฉพาะ ต.ห้วยต้อน)\แบ่งเขต\ต.ห้วยต้อน-แบ่งเขต-หน่วยที่ 1-13.pdf,3,26,ชัยภูมิ,4,เมืองชัยภูมิ (เฉพาะ ต.ห้วยต้อน),ห้วยต้อน,1-13,แบ่งเขต,สส.5/18,แบ่งเขต,4,,,าล,เล,62,34,221,222,223,23,2,322,8,"[{""number"": 1, ""name"": ""นายวรฉัตร พงศ์ธีระดุลย์"", ""party"": ""เพื่อไทย"", ""votes"": 3}, {""number"": 1, ""name"": ""นายชาติชาย อาจสนาม"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 2, ""name"": ""นายสิทธิพล ภูธรณ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 3, ""name"": ""นางสาวน้ำฝน หอมชาลี"", ""party"": ""ประชาธิปัตย์"", ""votes"": 2020}, {""number"": 4, ""name"": ""นายณรงค์ฤทธิ์ มอบสันเทียะ | รวมไทยสร้างชาติ"", ""party"": null, ""votes"": null}, {""number"": 5, ""name"": ""นางสาวสุชาดา ซาง แทนทรัพย์ ภูมิใจไทย"", ""party"": null, ""votes"": 169}, {""number"": 6, ""name"": ""นางสาวกาญจนา จังหวะ"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": null, ""name"": ""นางสาวนงค์คราญ ฤๅชาญ"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}]"
เขตเลือกตั้งที่ 5\อำเภอเกษตรสมบูรณ์\แบ่งเขต\ทต.เกษตร-แบ่งเขต-หน่วยที่ 1-5.pdf,2,10,ชัยภูมิ,5,เกษตรสมบูรณ์,เกษตร,1-5,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 2\อำเภอเนินสง่า\ตาเนิน-001-แบ่งเขต.PDF,1,32,ชัยภูมิ,2,เนินสง่า,ตาเนิน,001,แบ่งเขต,สส.5/18,แบ่งเขต,2,,,าล,เนินสว่า,44,,221,222,223,23,,237,7,"[{""number"": 1, ""name"": ""นายประเสริฐศักดิ์ ขำหินตั้ง"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 2, ""name"": ""นายเชิงชาย ชาลีรินทร์"", ""party"": null, ""votes"": null}, {""number"": 3, ""name"": ""นายณรงค์ แขนอก"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 4, ""name"": ""นายทัศนัย สุขประสาร"", ""party"": null, ""votes"": null}, {""number"": 5, ""name"": ""นายโสโชค สู้โนนตาด"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 19, ""name"": ""นายถวัลย์ หงษ์ไทย"", ""party"": null, ""votes"": null}, {""number"": 25, ""name"": ""นางสาววาสนา อยู่ภักดี"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 2\อำเภอเนินสง่า\ตาเนิน-001-แบ่งเขต.PDF,2,32,ชัยภูมิ,2,เนินสง่า,ตาเนิน,001,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 2\อำเภอเนินสง่า\ตาเนิน-001-แบ่งเขต.PDF,3,32,ชัยภูมิ,2,เนินสง่า,ตาเนิน,001,แบ่งเขต,สส.5/18,แบ่งเขต,2,,,ทาเห็น,เห็นๆ,24,24,221,222,223,23,448,3,7,"[{""number"": 1, ""name"": ""นายประเสริฐศักดิ์ ขำหินตั้ง"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 2, ""name"": ""นางสาววาสนา อยู่ภักดี"", ""party"": null, ""votes"": null}, {""number"": 3, ""name"": ""นายณรงค์ แฃนอก"", ""party"": ""ประชาชน"", ""votes"": 183}, {""number"": 3, ""name"": ""นายถวัลย์ หงษ์ไทย"", ""party"": null, ""votes"": null}, {""number"": 4, ""name"": ""นายเชิงชาย ชาลีรินทร์"", ""party"": null, ""votes"": null}, {""number"": 5, ""name"": ""นายทัศนัย สุขประสาร"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 6, ""name"": ""นายโสโชค สู้โนนตาด"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.ช่องสามหมอ-แบ่งเขต-หน่วยที่ 1-9.pdf,1,18,ชัยภูมิ,7,แก้งคร้อ,ช่องสามหมอ,1-9,แบ่งเขต,สส.5/18,แบ่งเขต,7,,,าล,แก้,11,372,221,222,223,23,620,361,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 1, ""name"": ""นายอดิเรก ดวงจันนี"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": 192}, {""number"": 4, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 8, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": 4190}, {""number"": 9, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": 500}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.ช่องสามหมอ-แบ่งเขต-หน่วยที่ 1-9.pdf,2,18,ชัยภูมิ,7,แก้งคร้อ,ช่องสามหมอ,1-9,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
